timestamp,tweet_text,username,all_hashtags,followers_count
2020-06-12 12:09:00,"b'#CentralAsia is Slowly Reopening After a Tight #Lockdown: Street Photos from Four Cities #Tashkent #Uzbekistan, #Almaty #Kazakhstan, #Bishkek #Kyrgyzstan  and #Dushanbe #Tajikistan  \xf0\x9f\x91\x89https://t.co/QSfMxxuMB7 #corona #VoicesOnCentralAsia \xe2\x9d\xa4\xef\xb8\x8f'",b'KarinaIwe',"['CentralAsia', 'Lockdown', 'Tashkent', 'Uzbekistan', 'Almaty', 'Kazakhstan', 'Bishkek', 'Kyrgyzstan', 'Dushanbe', 'Tajikistan', 'corona', 'VoicesOnCentralAsia']",541
2020-06-12 11:58:07,"b""#UCA's #Mountain Societies #Research Institute (MSRI) has published research on the #drivers, image &amp; governance of rural #migration in #Kyrgyzstan, by Asel Murzakulova, Senior Research Fellow at MSRI. The report is available for free download in English: https://t.co/8xH7hZuZTc https://t.co/zTDU4nJGTT""",b'ucentralasia',"['UCA', 'Mountain', 'Research', 'drivers', 'migration', 'Kyrgyzstan']",4349
2020-06-12 11:32:47,"b'@notorturekg is highlighting outrageous case of #domesticviolence in #Kyrgyzstan where Ms.Ashyrova, the #victim &amp; #survivor has been abused assaulted  for decades yet the #perpetrator cannot be stopped detained &amp; charged as his crimes are not serious enough according to local law https://t.co/OLsjZC63pT'",b'JasmineDCameron',"['domesticviolence', 'Kyrgyzstan', 'victim', 'survivor', 'perpetrator']",67
2020-06-12 10:59:09,"b'Authorities in #Kyrgyzstan must drop fake forgery charges against human rights defender Kamil Ruziev. Statement from Norwegian Helsinki Committee, @ahrca @crdefenders @IPHR and SL. https://t.co/aAYVkAMy7N #\xd0\x9a\xd1\x8b\xd1\x80\xd0\xb3\xd1\x8b\xd0\xb7\xd1\x81\xd1\x82\xd0\xb0\xd0\xbd'",b'nhc_no',"['Kyrgyzstan', 'Кыргызстан']",2503
2020-06-12 08:10:34,"b'""[T]o prevent similar bloodshed in future, we never accuse each other, saying you\'re a Kyrgyz or an Uzbek."" How life in southern #Kyrgyzstan\'s #Osh has changed since the city\'s 2010 ethnic clashes. https://t.co/wcNf58CnFC'",b'CurrentTimeEng',"['Kyrgyzstan', 'Osh']",29
2020-06-12 07:39:49,b'The Nomadic Kyrgyz people are calling these Yurtas their home for 3 months during summer.  They bring their cattle and horses with them and milk them daily. . Follow \xf0\x9f\x91\x89 @dodoexplorers for more .  #kyrgyzstan #songkul #discoverkyrgyzstan #yurta #mountainlake #hikemoreworryless https://t.co/OwSZH6YC25',b'dodoexplorers',"['kyrgyzstan', 'songkul', 'discoverkyrgyzstan', 'yurta', 'mountainlake', 'hikemoreworryless']",1943
2020-06-12 07:38:04,"b'The Song-Kul lake, located at 3016m above sea level serves as a place for fishing and swimming. The lake is swimmable only in August, but we still ventured for a swim even though the water was ~ 10\xc2\xb0C. . Follow \xf0\x9f\x91\x89 @dodoexplorers for more .  #kyrgyzstan #songkul #discoverkyrgyzstan https://t.co/QJM1YEnzJp'",b'dodoexplorers',"['kyrgyzstan', 'songkul', 'discoverkyrgyzstan']",1943
2020-06-12 07:09:58,"b'Discover how @UNECE @UNDP @giz_gmbh @Hilfswerk_Intl  training contributed to positive changes for people in the agri sector in #Kyrgyzstan, #Tajikistan, #Uzbekistan #Kazakhstan - incl. women in informal employment, young entrepreneurs &amp; local communities \xf0\x9f\x91\x89https://t.co/O82Veo9Zlf https://t.co/rGtY3kqsdb'",b'UNECE',"['Kyrgyzstan', 'Tajikistan', 'Uzbekistan', 'Kazakhstan']",49024
2020-06-12 06:44:08,"b""ten years ago, ethnic violence was still raging in southern #kyrgyzstan. ethnic uzbeks suffered the majority of casualties and destroyed homes. too many are still waiting for justice. @hrw again calls on the gov't to ensure accountability for abuses. https://t.co/EorZKQ0TVv https://t.co/kQGFPS6TDF""",b'MihraRittmann',['kyrgyzstan'],2678
2020-06-12 06:27:03,b'#Kyrgyzstan - Coronavirus Update (12/06 04:50 UTC) #Health https://t.co/h9OnObinVW https://t.co/yTA0X63zXd',b'riskmap_',"['Kyrgyzstan', 'Health']",15396
